fico_score,income,loan_status,amount
6.148409648688632e-05,19.55899518831002,0,1815.2285187601497
0.0021452237299429437,172.06133647088814,0,373.3684717625263
0.010606490830783685,38.399994896191004,1,1130.8195979663456
0.015677652805923037,332.021064997499,0,1631.6073239162158
0.028770746591469266,242.76750748653305,0,1382.7870894439743
0.010289785911948554,207.46478786859032,0,37.02423429660501
0.0021055351052704087,79.50085941409282,0,119.90400381598946
0.00570154863170677,84.50917851901313,0,498.462249360056
0.004929445288660869,172.05999969197947,0,256.55397890311883
0.004408476206429879,33.76026147912719,1,114.76471254769996
0.009332250622662531,139.31748203276206,0,1511.0262419572553
0.004710818948004757,24.502711120881703,1,371.3720414260796
0.016897716745040182,1198.781591803714,0,92.72818960719016
0.1593434690437039,196.37732421151952,1,829.3506738065028
0.00042619308671784943,69.57837603502195,0,1073.3983437524134
0.0007795105396848214,219.82813051339647,0,1212.638716033348
0.017454184318917113,46.576226874675385,1,5.154877229475215
0.003710051844155831,78.6428326372315,0,55.604180626695005
0.04245394254872449,202.5365043268595,1,522.8418251363186
0.000719918920827212,8.071026751022254,1,173.35095206787068
0.0008610802448607479,73.01707707714506,0,2.955408721175872
0.0025059019626547116,38.37748028776369,0,601.4458732094813
0.007353324164282121,158.1636306206178,0,294.1786563064173
0.008424964805604436,608.1310625922347,0,95.33617271937024
0.00438807373326023,202.15254994507129,0,158.17720373991912
0.004487158147470751,106.0734797627331,0,316.12419346017225
0.03154428502628993,395.80196663651634,0,1967.5233469110783
0.006249322736424529,63.91977588221349,1,13.72143216877407
0.0047820676310272705,19.157987088736053,1,935.085216901071
0.011301045370864503,258.1482034673956,0,175.22157288071662
0.0018052542272877414,248.4874928455974,0,1071.793594049997
0.002699991091756369,290.3329701719267,0,150.39647786149607
0.003183381002683527,144.32927198880788,0,163.40421276240346
0.0014327245445204255,64.63205282329295,0,441.2651137962913
0.0013813354510710748,19.529481145340394,1,1802.5665052479385
0.0026347693716544315,86.03408338412397,0,803.7600672535201
0.0024510045251474127,251.79522855801733,1,203.67889368248157
0.0024998171451048887,47.07151249395257,0,1404.8366349399485
0.0002906295521395911,83.64260594617319,0,507.77935670502063
0.0004921957595133864,75.95796967057093,0,573.1895945065993
0.0011792030200795866,87.2882939364187,0,212.13838179283863
0.003931552135147746,117.70251126275863,0,274.9540108324504
