x1,x2,target,amount
2.7619054560404157,3.4398036103784264,0,1619.1175243364146
4.675896521121489,3.959674969124351,0,626.8901011094795
7.62482703753874,6.408492724076142,0,534.669623707797
6.92162864654923,4.341058584481203,1,415.9082554427776
2.03266968688097,2.545482712051555,0,806.4899522367335
5.293362580011482,2.9030966130315607,1,342.79678820037265
6.504061913552883,3.1787963264415766,1,9.769150218179158
6.069649026526955,5.481519040884385,0,51.80173239421281
6.594211033412371,3.486097769053511,1,1944.0927287237107
4.477367490213281,5.613718359101856,0,214.56447526323583
7.0372838934416855,6.784108708658335,0,120.6529118148533
5.04599446831445,5.912387835699706,0,251.80627104871033
7.108517874674826,5.754724463241396,0,2098.190142501618
3.8451062285941386,4.506264039854786,0,190.0635568758984
5.695761620996462,5.377651525702986,0,623.1559804567063
4.283807554871646,4.151304132360718,0,92.30341063626497
8.309039074430801,3.9125242535430536,1,2649.0999733245776
6.540174246531561,4.610514976195683,1,486.0649979954727
9.540430730591911,4.506861604962793,1,304.3599206204197
4.177113181737553,5.422225557911104,0,248.11005609775376
7.528363819405377,6.511621629027345,0,79.66470777528217
5.783508466763104,5.586486191009903,0,51.85683073979091
2.4286042901470246,3.595936722352706,0,229.45362662260493
7.552049929482769,4.446343235965223,1,1701.0622788321498
2.6765661236752947,3.535551134518199,0,509.789151310025
5.390376445406955,5.165096694057876,0,678.9226717394423
3.8621632305202036,3.9305050814568663,0,239.8367884964574
1.8270218748804044,3.6484001448924834,0,717.308995682544
6.395961010960523,3.1797579329263534,1,15.649524418025806
5.1675786530870855,5.474080858556338,0,1744.1725208987375
5.604354669154203,4.953121887811929,0,524.7624297155113
3.7746067903543814,4.587763441598863,0,49.915047451366874
5.342844769435935,5.742380677139532,0,1.2538720225446016
4.9336721389529625,5.149767175935294,0,283.78413275658676
4.906960300500093,4.3459378554417585,0,224.23861868968436
5.878826946985654,3.848090186523681,1,98.393667966602
3.90783514939712,4.85313055963973,0,104.09501843572988
3.4068464840274135,4.788928911975915,0,48.5690589171247
4.052822117758807,4.202826684195181,0,51.36768307123123
4.768294704612385,3.746004932337847,0,18.23210172908907
7.054987472285082,4.80367094077426,0,431.05361967639163
6.513937311720634,2.866020578307306,1,1037.7395553391789
6.584037773177151,6.993228128781407,0,129.30058396161664
2.265297615210226,3.481048338555939,0,1078.0578114302825
4.895503466710366,3.0671541477851747,1,736.0068916018482
6.2588857338061645,3.6142941630982017,1,1480.0098988132345
3.9853239318326503,5.186536590059874,0,147.43767922968115
5.789371949967287,4.754507253282203,0,70.4725545200783
3.9348724902267023,4.763437538511785,0,528.7689732140365
8.346822850358922,3.4039586806400717,1,1160.2415659691499
2.9669927766255735,3.780236777031755,0,512.6014922221974
6.020636857783286,6.517605712808963,0,19.96038635654269
5.525911667665177,5.779588536356651,0,80.5344677631216
6.933305356998061,6.261851020904929,0,346.99200997441005
7.291788584562052,4.649981507384756,1,268.39316086445393
6.055996597857852,5.603779797085464,0,202.5295871641343
5.605917839774909,5.887782324714753,0,258.7642567380475
4.095742569536267,4.17352385272647,0,527.2191479109456
6.798729802050573,4.831241190361087,1,399.04604069096854
4.629379383663059,3.217905987760841,0,972.3775561351406
4.366323782463909,3.3616555881764296,0,880.1678358625045
7.043323454540829,5.95098326757974,0,43.36185610410176
3.786309104413052,2.0668599405973977,1,965.300308458748
5.982531630423538,5.047924949268206,0,329.5414449991779
5.331066914793061,5.240156019210194,0,464.21887936102127
4.040084370921622,5.491848035899953,0,996.042807796587
6.361650164436883,6.746715773451234,0,291.7078580699622
7.1507473169946465,6.8562779289124505,0,365.6708810047347
8.562483006701374,5.6516433141097,1,731.4851037683018
7.383010607537656,5.831221895814187,0,61.66916715988108
4.704310932988859,2.7324965258504452,1,455.49630587348094
4.20905024336567,4.762274690837822,0,501.56351853463366
4.478904054252888,5.183546149910487,0,13.953674434122089
5.796026438738585,5.223612860625735,0,259.0818668437516
6.438559760697949,7.314475260357238,0,682.6649658811549
4.603435460834751,3.899942013391559,0,327.011117993159
4.767732456248901,4.183875463006207,0,583.1928251382155
5.878688254289757,5.213609161978225,0,717.0518973337048
5.736225248469818,5.642651737924278,0,326.9421032565521
7.511531300914058,4.054140880537569,1,287.9063067807963
7.698308826879991,6.354995105722518,0,73.26955930749487
3.8133909869158464,4.495123092983259,0,481.4941427500174
5.435997698903495,6.037282225063345,0,81.33385004358804
5.173173398154503,2.107705741198629,1,257.6274024447292
7.448042143758729,4.161293232092776,1,364.8780255601091
7.48441147672067,3.7519085799314307,1,589.5654656126478
2.364770607693249,4.254164962043369,0,267.02821701927576
7.1086162761481555,4.031259771927873,1,50.117008430299634
6.475704253404338,6.2756154239224085,0,860.187614283357
4.439275769336085,4.988502711597848,0,1086.3841658191675
5.106413978441665,4.001085637298705,0,286.9462072191598
6.894931975636216,5.446814035958758,0,306.3756318189025
7.643816407775019,3.5923693763576217,1,479.93139120629246
4.19514193237892,5.135334868916975,0,49.2707400707179
8.759923953629297,4.836620971519479,1,1472.907825371038
6.768097514452996,5.2091763291015685,1,265.0735149697236
6.427439356849979,4.90917608429953,0,1674.5213826160598
6.493718307243632,2.9790179324169763,1,11.38484881416352
5.280794792592711,2.9940435980873454,1,518.2713105651928
2.6999466140073296,2.8563487718244107,0,900.2986165580911
3.6753242819466303,4.827309308500448,0,501.7903610360642
6.6616031444374935,5.472186960011781,0,753.6444524283835
4.605026640120507,4.6201963711903655,0,1672.4149910611056
7.7086340462356215,4.15329426237661,1,1238.153385958973
3.4762950209355825,4.77203396238463,0,106.54320876602593
3.189733298888129,4.0448116022859315,0,129.61902699903706
4.513909661195925,5.648712534744311,0,941.6045247808513
2.536394755409059,2.962552870613219,0,1603.8097155279524
6.378886801927273,6.050033624532057,0,214.9598195621419
4.963575696557701,5.5043832102314205,0,220.42597492146697
5.692887772184353,6.356108878831503,0,608.4848101386009
4.0478172300069515,2.2040096145261208,1,683.428408282298
4.611930287928935,5.313168730738,0,401.95991280503915
1.7661007155577795,2.9568497713567643,0,64.2510965855962
4.828923121351647,5.113360777003662,0,32.220166986512226
3.69735117508357,4.898667489276082,0,327.3668386466621
6.151251144146437,6.131430066321655,0,296.26358538756017
5.568419189981505,5.446077650283485,0,64.32544400309312
7.872552537530022,5.526709261314931,0,534.7612031895317
3.831134554724281,4.997125350507307,0,494.51884684823165
4.718440829558319,3.618935479167786,0,975.9407421113928
6.748479074014305,6.591590819399939,0,1675.484770854923
7.209420390712786,4.722943821067195,1,383.49053011766966
4.171350085364409,5.478967540939933,0,1222.9673475343059
3.9584259553185777,4.369023410708498,0,795.885376245055
6.651977735751193,6.4012302102645595,0,1339.627407171237
7.840456020784119,4.206978449039778,1,735.2160289648833
4.483742187064326,1.857622794577279,1,765.1185794501805
6.210542908706578,6.4143136839973875,0,1826.7975002734606
5.3991789915507455,5.050021800756971,0,1478.929364381135
5.6389263855030105,4.571639167305111,0,55.37480142658784
5.203464259514286,3.706493871172312,0,1003.125118040314
5.3957024904719475,5.777309240451202,0,772.823286343847
6.380189197086047,3.212031411042241,1,1030.283877845237
6.041579173271085,5.016157798667072,0,838.2838172443198
7.0762539670476645,3.072050393939314,1,1521.8461675165483
4.101988809720927,4.961696970436775,0,1204.0062941301328
4.871461062523548,4.943352258482146,0,283.38926532177373
5.633844493645681,5.122034598456198,0,136.70746166540576
5.584401773807209,4.923385427677022,0,177.44785082830376
8.073636674599296,5.6584591259735655,0,385.60100020206966
5.313211022947224,6.469335084007232,0,447.9883518562916
3.0406954745128205,3.5413035716578465,0,481.70421762368636
3.39082906427476,4.19742944530635,0,373.53560046425554
1.8119483096065485,2.4130305036926094,0,152.50968324082595
3.118758344906365,2.588051366656012,1,1846.6746933222396
3.675678481524779,5.1189376556421635,0,771.1449535120278
3.9811104797838306,4.584229841292953,0,189.37835245786917
6.70319452816425,5.427352213302433,0,139.20396436580415
2.729986798111606,4.102402264144401,0,591.9411001367947
4.603557929257506,5.860736208537952,0,166.9588231693574
6.030341848625206,5.568788344134623,0,1084.67073795301
4.222454811555211,4.955325775940495,0,561.8617425101318
8.596081621627281,6.970473664472404,0,714.8011976620968
7.259007492727838,6.824394144163838,0,114.75258269015028
5.090948439703671,2.425267686128791,1,318.12924254729666
4.330016257704392,4.389794155203574,0,16.940425710998998
3.217857563893613,4.887092515384513,0,831.7258384216398
6.248361155105056,6.726256390384616,0,495.66270425539466
5.222642643456961,5.9416111039759345,0,1074.6453435166063
4.643293018585697,4.597203343673062,0,382.6879089534754
5.065531420063376,5.817601824031071,0,550.8340934968163
5.470922690191736,4.625882240470114,0,61.87509839316831
6.228303956304633,1.9051112218865136,1,296.17292004142513
4.673429765155259,3.3053018906332623,0,304.54144371554014
6.505722151915819,6.229695371635515,0,483.71208007829244
6.160836316776612,5.062846986524078,0,1696.642389302879
6.650978403253734,6.298703703840792,0,1961.283629738083
7.423981513546672,7.150950553735781,0,629.7620630674794
4.582168921450135,4.244542821090448,0,672.7759706285192
3.3339069185977603,4.215898029669114,0,618.975374742333
4.459535238244215,4.915408428533035,0,1150.751483092738
4.55728776163054,4.012961599888772,0,33.0053236354515
8.239760381210418,5.51897634462344,0,774.0458287970736
4.514110870572238,4.380017938972619,0,1207.005026537837
2.001250822285642,3.1792281127338624,0,187.01337019135485
6.5115635316526985,4.077071479590381,1,325.96079106501156
3.159700359775166,4.521740665489692,0,1163.3580909064933
4.021166528242389,5.703828514829747,0,154.45295764634312
4.598882230685795,5.5407492923400525,0,546.6278565642796
3.064765430434388,3.75383026713725,0,102.92057586459448
4.693231286986759,2.955214964623856,1,318.98425153067814
5.966248088097305,5.340744603058016,0,386.78269536972215
5.612995095923603,5.507337988069608,0,58.50083841035653
8.93699298575919,3.585680241169189,1,164.9423132978607
5.5972370618602785,5.230190375094937,0,1743.6998890994337
5.072966540554881,5.68449804316563,0,190.55125627224197
7.956008002994576,6.1551063575419835,0,166.17586232351167
3.4114134593274,1.4510405547587437,1,314.06101845855727
4.943837746890362,5.081803628340838,0,1539.5539280834919
6.821129167224379,4.776709845699726,1,863.8780426377953
5.053404666153574,5.232487758976887,0,228.0368426315567
